Respondent_id,Program,Batch,Institution,Delivery_mode,Gender,Academic_year,Trainer_effectiveness,Curriculum_relevance,Pace_of_delivery,Support_Mentorship,Platform,Overall_satisfaction,Would_recommend,Open_feedback,Batch_date
STU-00073,Competitive Programming,Jul 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,2.0,1.0,2.0,2.0,3.0,2,No,Some topics felt outdated compared to current industry trends. Had connectivity issues on the platform almost every week.,2026-07-01
STU-00071,AI in Food Technology,Nov 2025 Batch,Narasingh Choudhuri Autonomous College,Offline,Female,Graduate,5.0,4.0,4.0,5.0,5.0,4,Yes,Nothing to add.,2025-11-01
STU-01345,Cybersecurity & Ethical Hacking,Oct 2025 Batch,Maulana Azad College,Online,Male,3rd Year,4.0,4.0,4.0,5.0,4.0,4,Yes,The support team responded quickly whenever I had doubts.,2025-10-01
STU-01017,Python Programming,Jul 2026 Batch,Techno India University,Online,Female,4th Year,4.0,4.0,4.0,4.0,3.0,4,Yes,Had connectivity issues on the platform almost every week.,2026-07-01
STU-00172,Database Management (SQL),Jun 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,4.0,4.0,3.0,3.0,4.0,3,No,"Content was okay, though a few topics felt rushed.",2025-06-01
STU-01135,AI in Food Technology,May 2025 Batch,Techno India University,Offline,Female,Graduate,5.0,5.0,3.0,5.0,4.0,4,Yes,"The program was decent overall, nothing major to complain about.",2025-05-01
STU-00169,Machine Learning,Apr 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2025-04-01
STU-00494,App Development (Android),Sep 2025 Batch,Neotia University,Offline,Male,4th Year,4.0,3.0,3.0,4.0,3.0,4,Yes,Some topics felt outdated compared to current industry trends.,2025-09-01
STU-01349,Weather Forecasting ML Project,Feb 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,3.0,4.0,3.0,2.0,2.0,3,No,"Overall okay experience, a few sessions could have been better planned.",2025-02-01
STU-01021,AI in Food Technology,Aug 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Male,4th Year,3.0,2.0,2.0,3.0,1.0,2,No,Recorded session links took too long to be uploaded. Would like the syllabus to be updated more frequently.,2025-08-01
STU-00986,Java FDP (Faculty Development),Feb 2025 Batch,Independent / Working Professional,Offline,Prefer not to say,Graduate,4.0,4.0,4.0,3.0,2.0,3,Yes,"Lab access was unreliable, lost a lot of time troubleshooting.",2025-02-01
STU-00894,Networking Fundamentals,Sep 2025 Batch,Maulana Azad College,Offline,Female,Graduate,5.0,5.0,5.0,5.0,5.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2025-09-01
STU-00273,Blockchain Basics,Apr 2026 Batch,Maulana Azad College,Offline,Prefer not to say,3rd Year,4.0,3.0,4.0,4.0,4.0,4,Yes,Some topics felt outdated compared to current industry trends.,2026-04-01
STU-01288,Networking Fundamentals,Apr 2026 Batch,Techno India University,Online,Male,3rd Year,5.0,4.0,5.0,5.0,4.0,5,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2026-04-01
STU-00421,Advanced Excel & Power BI,Mar 2026 Batch,Techno India University,Hybrid,Male,Graduate,5.0,5.0,4.0,5.0,5.0,5,Yes,The trainer explained concepts clearly and was always ready to help.,2026-03-01
STU-00095,Blockchain Basics,Aug 2025 Batch,Independent / Working Professional,Offline,Male,Working Professional,3.0,3.0,3.0,3.0,3.0,3,Yes,Explanations were sometimes too fast to follow properly.,2025-08-01
STU-01543,AI in Biotechnology,May 2026 Batch,Government College of Engineering & Textile Technology,Offline,Male,3rd Year,3.0,5.0,3.0,3.0,3.0,3,No,"Overall okay experience, a few sessions could have been better planned.",2026-05-01
STU-01574,Full Stack Development,Jun 2025 Batch,JIS College of Engineering,Online,Male,Working Professional,4.0,3.0,3.0,4.0,4.0,4,No,Would like the syllabus to be updated more frequently.,2025-06-01
STU-01585,Cybersecurity & Ethical Hacking,Feb 2026 Batch,Techno India University,Online,Prefer not to say,Graduate,4.0,5.0,4.0,4.0,4.0,4,Yes,"Enjoyed every module, especially the live project work.",2026-02-01
STU-00043,Agentic AI,May 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,4.0,4.0,5.0,4.0,5.0,4,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2025-05-01
STU-00057,Competitive Programming,Feb 2026 Batch,St. Xavier's College Kolkata,Online,Female,Graduate,5.0,4.0,4.0,5.0,5.0,5,Yes,The projects assigned really helped me apply what was taught.,2026-02-01
STU-01947,AI in Food Technology,Aug 2025 Batch,JIS College of Engineering,Online,Male,3rd Year,4.0,3.0,4.0,3.0,4.0,4,No,,2025-08-01
STU-01103,DevOps,Jun 2026 Batch,Techno India University,Offline,Female,Graduate,5.0,4.0,4.0,4.0,5.0,5,Yes,"Great balance of theory and practicals, exceeded my expectations.",2026-06-01
STU-01864,Cybersecurity & Ethical Hacking,Sep 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,3rd Year,3.0,2.0,3.0,4.0,2.0,3,No,"Content was okay, though a few topics felt rushed.",2025-09-01
STU-01281,Networking Fundamentals,Sep 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,4th Year,4.0,2.0,3.0,3.0,2.0,2,No,"Wanted more advanced/real-world case studies in the curriculum. Lab access was unreliable, lost a lot of time troubleshooting.",2025-09-01
STU-00889,AI in Biotechnology,Aug 2025 Batch,JIS College of Engineering,Online,Female,Graduate,5.0,4.0,5.0,5.0,4.0,5,Yes,"Great mentorship throughout the program, felt supported at every step.",2025-08-01
STU-00575,Generative AI,Aug 2026 Batch,St. Xavier's College Kolkata,Online,Female,4th Year,4.0,4.0,3.0,4.0,2.0,3,No,The portal for assignments was confusing and slow to load.,2026-08-01
STU-00039,Cybersecurity & Ethical Hacking,Apr 2025 Batch,JIS College of Engineering,Online,Female,Working Professional,3.0,3.0,4.0,5.0,4.0,4,Yes,Trainer seemed unprepared in a couple of sessions.,2025-04-01
STU-00307,Full Stack Development,Apr 2025 Batch,Techno India University,Online,Male,3rd Year,4.0,4.0,4.0,4.0,3.0,4,Yes,"Average experience, some sessions were better than others.",2025-04-01
STU-01006,Data Science,Mar 2025 Batch,Heritage Institute of Technology,Online,Male,Graduate,5.0,5.0,5.0,5.0,5.0,5,Yes,The program content was up to date and industry relevant.,2025-03-01
STU-00007,Data Science,Aug 2026 Batch,Neotia University,Online,Female,3rd Year,4.0,4.0,5.0,5.0,4.0,4,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2026-08-01
STU-01178,Internet of Things (IoT),Dec 2025 Batch,Neotia University,Online,Male,4th Year,5.0,5.0,4.0,5.0,5.0,5,Yes,"Great balance of theory and practicals, exceeded my expectations.",2025-12-01
STU-00783,Python Programming,Apr 2026 Batch,Maulana Azad College,Online,Prefer not to say,2nd Year,4.0,3.0,4.0,3.0,4.0,4,Yes,"Average experience, some sessions were better than others.",2026-04-01
STU-00409,App Development (Android),Aug 2025 Batch,Techno India University,Offline,Male,4th Year,4.0,3.0,3.0,3.0,3.0,4,Yes,Some topics felt outdated compared to current industry trends.,2025-08-01
STU-01267,DevOps,May 2025 Batch,Techno India University,Online,Male,3rd Year,4.0,4.0,4.0,4.0,4.0,4,Yes,The program content was up to date and industry relevant.,2025-05-01
STU-00782,Machine Learning,Oct 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,The trainer explained concepts clearly and was always ready to help.,2025-10-01
STU-00167,Full Stack Development,Feb 2025 Batch,Independent / Working Professional,Hybrid,Male,4th Year,4.0,4.0,3.0,4.0,4.0,4,Yes,Too much content packed into too few sessions.,2025-02-01
STU-00535,Competitive Programming,Jul 2026 Batch,Maulana Azad College,Hybrid,Male,3rd Year,4.0,3.0,4.0,3.0,2.0,4,Yes,Recorded session links took too long to be uploaded.,2026-07-01
STU-00584,Agentic AI,Feb 2026 Batch,Neotia University,Online,Female,Graduate,2.0,3.0,2.0,2.0,2.0,2,No,"Sessions felt monotonous, needed more interactive teaching.",2026-02-01
STU-01331,Networking Fundamentals,Feb 2026 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,4.0,4.0,4.0,4.0,3.0,4,Yes,"Lab access was unreliable, lost a lot of time troubleshooting.",2026-02-01
STU-01898,App Development (Android),Oct 2025 Batch,Heritage Institute of Technology,Online,Male,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2025-10-01
STU-01420,App Development (Android),Sep 2025 Batch,Techno India University,Offline,Male,1st Year,4.0,4.0,3.0,4.0,4.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-09-01
STU-01229,Java FDP (Faculty Development),Oct 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,3.0,3.0,4.0,3.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-10-01
STU-01799,Cybersecurity & Ethical Hacking,Apr 2025 Batch,Neotia University,Online,Female,4th Year,2.0,3.0,2.0,3.0,3.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-04-01
STU-01886,Internet of Things (IoT),Aug 2025 Batch,Independent / Working Professional,Online,Male,4th Year,5.0,4.0,4.0,5.0,5.0,4,Yes,Practical assignments made the concepts much easier to understand.,2025-08-01
STU-01619,Data Science,Feb 2026 Batch,Maulana Azad College,Online,Female,3rd Year,3.0,2.0,2.0,4.0,2.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-02-01
STU-01115,Cybersecurity & Ethical Hacking,Sep 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,3rd Year,2.0,3.0,2.0,2.0,2.0,2,No,Trainer seemed unprepared in a couple of sessions. Faced frequent audio/video issues during classes.,2025-09-01
STU-01068,Competitive Programming,Feb 2026 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Male,4th Year,4.0,4.0,4.0,4.0,3.0,4,Yes,"Content was okay, though a few topics felt rushed.",2026-02-01
STU-00814,Python Programming,Aug 2026 Batch,Techno India University,Online,Female,4th Year,3.0,3.0,3.0,3.0,3.0,3,Yes,The trainer could explain concepts more clearly.,2026-08-01
STU-00317,Generative AI,Jul 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,5.0,4.0,3.0,5.0,4.0,4,Yes,"Wish there was more time per topic, felt rushed throughout.",2025-07-01
STU-01280,DevOps,Mar 2025 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,4.0,4.0,3.0,4.0,3.0,4,No,"The sessions moved too fast, hard to keep up with the pace.",2025-03-01
STU-01717,Competitive Programming,May 2025 Batch,St. Xavier's College Kolkata,Online,Male,1st Year,3.0,4.0,4.0,3.0,3.0,3,No,Trainer seemed unprepared in a couple of sessions.,2025-05-01
STU-00517,AI in Food Technology,Dec 2025 Batch,Neotia University,Online,Female,4th Year,4.0,4.0,3.0,4.0,4.0,4,No,"Pace needs to slow down, especially for beginners in the batch.",2025-12-01
STU-01848,Cybersecurity & Ethical Hacking,May 2026 Batch,Techno India University,Hybrid,Male,Graduate,3.0,4.0,2.0,4.0,3.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-05-01
STU-01664,Cloud Computing (AWS),Jul 2026 Batch,Techno India University,Offline,Male,Graduate,4.0,4.0,3.0,3.0,2.0,3,Yes,Session quality varied depending on the trainer.,2026-07-01
STU-01563,Competitive Programming,Feb 2025 Batch,Neotia University,Hybrid,Female,1st Year,4.0,3.0,4.0,3.0,3.0,3,Yes,Felt a few modules were not very relevant to the job market.,2025-02-01
STU-00534,Data Science,Jan 2026 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,3.0,3.0,2.0,3.0,4.0,3,No,"The sessions moved too fast, hard to keep up with the pace.",2026-01-01
STU-00174,AI in Biotechnology,May 2025 Batch,Neotia University,Hybrid,Male,3rd Year,5.0,4.0,3.0,5.0,3.0,4,Yes,"Pace needs to slow down, especially for beginners in the batch.",2025-05-01
STU-01040,App Development (Android),Nov 2025 Batch,Narasingh Choudhuri Autonomous College,Offline,Male,4th Year,3.0,3.0,3.0,5.0,3.0,4,Yes,The trainer could explain concepts more clearly.,2025-11-01
STU-00272,Cybersecurity & Ethical Hacking,Nov 2025 Batch,Maulana Azad College,Online,Male,3rd Year,4.0,5.0,4.0,5.0,4.0,4,Yes,"Great balance of theory and practicals, exceeded my expectations.",2025-11-01
STU-00549,Data Science,Mar 2025 Batch,St. Xavier's College Kolkata,Hybrid,Male,1st Year,4.0,4.0,2.0,3.0,2.0,3,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-03-01
STU-00669,Python Programming,May 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2025-05-01
STU-01633,App Development (Android),Oct 2025 Batch,Independent / Working Professional,Online,Male,4th Year,3.0,2.0,3.0,3.0,1.0,3,Yes,Had connectivity issues on the platform almost every week.,2025-10-01
STU-00454,Full Stack Development,Oct 2025 Batch,Techno India University,Online,Male,3rd Year,4.0,5.0,4.0,4.0,4.0,4,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2025-10-01
STU-00965,Agentic AI,Apr 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,3rd Year,4.0,5.0,5.0,5.0,4.0,5,Yes,"Great mentorship throughout the program, felt supported at every step.",2025-04-01
STU-00607,Blockchain Basics,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,5.0,4.0,4.0,4.0,4,Yes,Practical assignments made the concepts much easier to understand.,2026-08-01
STU-01693,Networking Fundamentals,Feb 2026 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,3.0,3.0,2.0,3.0,2.0,3,Yes,Struggled to keep up as new topics were introduced too quickly.,2026-02-01
STU-01626,Generative AI,Apr 2025 Batch,JIS College of Engineering,Offline,Female,2nd Year,3.0,4.0,3.0,3.0,3.0,3,Yes,"Average experience, some sessions were better than others.",2025-04-01
STU-00805,Web Development,May 2026 Batch,Maulana Azad College,Online,Male,4th Year,5.0,5.0,3.0,4.0,4.0,4,Yes,Could use an extra week or two to cover everything properly.,2026-05-01
STU-00599,Web Development,Mar 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,2nd Year,4.0,4.0,2.0,4.0,3.0,3,Yes,"The sessions moved too fast, hard to keep up with the pace.",2025-03-01
STU-01034,AI in Food Technology,Feb 2025 Batch,Techno India University,Online,Male,1st Year,5.0,5.0,4.0,5.0,5.0,5,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2025-02-01
STU-01599,Advanced Excel & Power BI,Jun 2026 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Female,4th Year,4.0,4.0,3.0,5.0,3.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2026-06-01
STU-01264,Cybersecurity & Ethical Hacking,Aug 2026 Batch,St. Xavier's College Kolkata,Online,Male,2nd Year,4.0,5.0,4.0,4.0,4.0,4,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2026-08-01
STU-00752,Cloud Computing (AWS),May 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,4th Year,4.0,3.0,4.0,3.0,4.0,4,Yes,"The program was decent overall, nothing major to complain about.",2025-05-01
STU-00571,Weather Forecasting ML Project,Apr 2026 Batch,Maulana Azad College,Hybrid,Prefer not to say,Working Professional,4.0,3.0,3.0,4.0,2.0,4,Yes,Recorded session links took too long to be uploaded.,2026-04-01
STU-00976,Data Science,Feb 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,4th Year,4.0,3.0,3.0,4.0,2.0,3,No,"Overall okay experience, a few sessions could have been better planned.",2026-02-01
STU-00075,Data Science,Jul 2025 Batch,Neotia University,Online,Male,3rd Year,5.0,5.0,4.0,4.0,4.0,4,Yes,The support team responded quickly whenever I had doubts.,2025-07-01
STU-00062,Cybersecurity & Ethical Hacking,Apr 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,2nd Year,4.0,4.0,3.0,4.0,4.0,4,No,"The program was decent overall, nothing major to complain about.",2025-04-01
STU-01835,Web Development,Oct 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Male,3rd Year,4.0,4.0,3.0,5.0,3.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-10-01
STU-00537,Full Stack Development,Apr 2025 Batch,Techno India University,Online,Female,4th Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2025-04-01
STU-01978,Weather Forecasting ML Project,May 2025 Batch,Heritage Institute of Technology,Hybrid,Female,3rd Year,4.0,4.0,4.0,4.0,4.0,5,Yes,The trainer's real-world examples made the sessions very useful.,2025-05-01
STU-00810,DevOps,Apr 2025 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,4.0,4.0,2.0,3.0,4.0,4,Yes,Too much content packed into too few sessions.,2025-04-01
STU-00245,AI in Food Technology,Mar 2025 Batch,Techno India University,Online,Female,4th Year,5.0,4.0,4.0,5.0,4.0,4,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2025-03-01
STU-01096,Full Stack Development,Aug 2026 Batch,Maulana Azad College,Hybrid,Male,3rd Year,5.0,3.0,3.0,3.0,4.0,4,Yes,"Decent program, could use a bit more structure in scheduling.",2026-08-01
STU-01439,Full Stack Development,Feb 2025 Batch,St. Xavier's College Kolkata,Hybrid,Male,3rd Year,4.0,4.0,2.0,4.0,4.0,4,Yes,Too much content packed into too few sessions.,2025-02-01
STU-00106,Machine Learning,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,4.0,4.0,4.0,4.0,3.0,4,Yes,"The program was decent overall, nothing major to complain about.",2025-09-01
STU-00674,Blockchain Basics,May 2026 Batch,Neotia University,Offline,Male,2nd Year,4.0,5.0,4.0,5.0,3.0,4,Yes,Faced frequent audio/video issues during classes.,2026-05-01
STU-00643,Cloud Computing (AWS),Mar 2026 Batch,Techno India University,Hybrid,Female,4th Year,5.0,4.0,5.0,4.0,5.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2026-03-01
STU-01279,Robotics & Embedded Systems,Apr 2025 Batch,Techno India University,Hybrid,Female,4th Year,3.0,4.0,3.0,4.0,4.0,4,Yes,"Average experience, some sessions were better than others.",2025-04-01
STU-00666,DevOps,Sep 2025 Batch,Techno India University,Offline,Male,2nd Year,4.0,5.0,4.0,5.0,4.0,4,Yes,The trainer explained concepts clearly and was always ready to help.,2025-09-01
STU-00510,Python Programming,Jun 2025 Batch,St. Xavier's College Kolkata,Online,Male,2nd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Great mentorship throughout the program, felt supported at every step.",2025-06-01
STU-00132,DevOps,Jul 2026 Batch,Techno India University,Online,Female,3rd Year,4.0,5.0,4.0,4.0,2.0,3,No,"Average experience, some sessions were better than others.",2026-07-01
STU-00445,Networking Fundamentals,Jun 2025 Batch,JIS College of Engineering,Online,Male,Working Professional,4.0,4.0,3.0,4.0,4.0,3,Yes,Nothing to add.,2025-06-01
STU-00867,Full Stack Development,May 2025 Batch,Neotia University,Online,Male,4th Year,5.0,4.0,4.0,5.0,4.0,4,Yes,"Enjoyed every module, especially the live project work.",2025-05-01
STU-01995,DevOps,Sep 2025 Batch,Maulana Azad College,Online,Female,3rd Year,3.0,4.0,3.0,3.0,3.0,3,Yes,"The program was decent overall, nothing major to complain about.",2025-09-01
STU-01767,AI in Biotechnology,Aug 2025 Batch,Techno India University,Online,Male,Working Professional,5.0,5.0,4.0,5.0,5.0,5,Yes,"Excellent program overall, would definitely recommend to my juniors.",2025-08-01
STU-00058,Agentic AI,Jul 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Prefer not to say,4th Year,5.0,4.0,3.0,4.0,4.0,4,Yes,"Average experience, some sessions were better than others.",2026-07-01
STU-01649,Competitive Programming,Aug 2025 Batch,St. Xavier's College Kolkata,Hybrid,Male,Working Professional,5.0,5.0,5.0,5.0,4.0,5,Yes,The program content was up to date and industry relevant.,2025-08-01
STU-01532,Python Programming,May 2025 Batch,Government College of Engineering & Textile Technology,Online,Prefer not to say,1st Year,4.0,3.0,3.0,4.0,4.0,3,No,"Average experience, some sessions were better than others.",2025-05-01
STU-01126,DevOps,Jul 2026 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,3.0,4.0,4.0,3.0,3.0,3,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2026-07-01
STU-00087,Cybersecurity & Ethical Hacking,Nov 2025 Batch,St. Xavier's College Kolkata,Online,Male,2nd Year,3.0,4.0,3.0,3.0,2.0,3,Yes,"It was fine, but I expected a bit more depth in the later modules.",2025-11-01
STU-01882,Java Development,Jul 2026 Batch,Techno India University,Online,Female,4th Year,4.0,3.0,4.0,3.0,4.0,4,Yes,Curriculum could include more project-based learning.,2026-07-01
STU-00772,DevOps,Sep 2025 Batch,St. Xavier's College Kolkata,Online,Prefer not to say,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,The program content was up to date and industry relevant.,2025-09-01
STU-01224,Competitive Programming,Oct 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,2nd Year,2.0,2.0,2.0,2.0,3.0,2,No,"Trainer seemed unprepared in a couple of sessions. Pace needs to slow down, especially for beginners in the batch.",2025-10-01
STU-00709,Networking Fundamentals,Feb 2025 Batch,Techno India University,Hybrid,Male,4th Year,4.0,4.0,4.0,4.0,3.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-02-01
STU-01549,Networking Fundamentals,Jan 2025 Batch,Techno India University,Offline,Female,3rd Year,4.0,4.0,4.0,5.0,2.0,4,Yes,The portal for assignments was confusing and slow to load.,2025-01-01
STU-01332,Data Science,May 2025 Batch,Techno India University,Online,Male,3rd Year,4.0,3.0,4.0,4.0,2.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-05-01
STU-01554,AI in Food Technology,Jun 2025 Batch,St. Xavier's College Kolkata,Online,Female,2nd Year,5.0,4.0,4.0,4.0,5.0,5,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2025-06-01
STU-00539,Networking Fundamentals,Jul 2026 Batch,St. Xavier's College Kolkata,Hybrid,Female,4th Year,5.0,5.0,4.0,5.0,3.0,4,Yes,Recorded session links took too long to be uploaded.,2026-07-01
STU-01428,UI/UX Design,Aug 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Male,4th Year,3.0,3.0,3.0,3.0,3.0,3,No,"It was fine, but I expected a bit more depth in the later modules.",2026-08-01
STU-01172,DevOps,Feb 2026 Batch,Direct / Online (ASD),Online,Female,4th Year,4.0,3.0,2.0,4.0,3.0,3,No,"It was fine, but I expected a bit more depth in the later modules.",2026-02-01
STU-01545,Full Stack Development,Mar 2025 Batch,Neotia University,Offline,Female,2nd Year,3.0,3.0,3.0,4.0,3.0,4,Yes,Trainer seemed unprepared in a couple of sessions.,2025-03-01
STU-01299,Data Science,Feb 2025 Batch,Neotia University,Online,Male,3rd Year,4.0,3.0,3.0,4.0,4.0,4,No,Would like the syllabus to be updated more frequently.,2025-02-01
STU-00419,Full Stack Development,Feb 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Female,Working Professional,5.0,5.0,5.0,5.0,5.0,5,Yes,Practical assignments made the concepts much easier to understand.,2026-02-01
STU-01951,Generative AI,Feb 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Female,3rd Year,5.0,5.0,4.0,5.0,5.0,5,Yes,The trainer's real-world examples made the sessions very useful.,2026-02-01
STU-01694,Networking Fundamentals,Apr 2026 Batch,Independent / Working Professional,Offline,Male,2nd Year,4.0,4.0,3.0,4.0,3.0,4,Yes,"Average experience, some sessions were better than others.",2026-04-01
STU-01450,Blockchain Basics,Apr 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,2nd Year,4.0,5.0,3.0,4.0,4.0,4,Yes,Too much content packed into too few sessions.,2025-04-01
STU-00852,Networking Fundamentals,Apr 2026 Batch,Heritage Institute of Technology,Online,Female,Working Professional,4.0,4.0,4.0,5.0,5.0,4,No,The support team responded quickly whenever I had doubts.,2026-04-01
STU-01738,Java Development,Oct 2025 Batch,St. Xavier's College Kolkata,Online,Female,Working Professional,3.0,3.0,4.0,4.0,3.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-10-01
STU-01715,Data Science,Sep 2025 Batch,JIS College of Engineering,Online,Male,Working Professional,4.0,5.0,4.0,5.0,4.0,4,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2025-09-01
STU-01680,Full Stack Development,Jul 2026 Batch,Neotia University,Offline,Female,3rd Year,4.0,3.0,3.0,3.0,4.0,4,Yes,Some topics felt outdated compared to current industry trends.,2026-07-01
STU-01751,Full Stack Development,Jun 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Male,Working Professional,4.0,4.0,4.0,4.0,4.0,4,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2025-06-01
STU-01756,DevOps,Oct 2025 Batch,Neotia University,Online,Male,4th Year,4.0,4.0,3.0,4.0,3.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-10-01
STU-01718,DevOps,Sep 2025 Batch,Independent / Working Professional,Online,Prefer not to say,Working Professional,4.0,4.0,5.0,5.0,5.0,5,Yes,"Excellent program overall, would definitely recommend to my juniors.",2025-09-01
STU-01784,App Development (Android),Apr 2026 Batch,Maulana Azad College,Online,Male,4th Year,5.0,3.0,3.0,4.0,4.0,4,No,"Content was okay, though a few topics felt rushed.",2026-04-01
STU-00305,Cloud Computing (AWS),Aug 2025 Batch,Techno India University,Online,Female,2nd Year,5.0,4.0,5.0,5.0,5.0,5,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2025-08-01
STU-01507,DevOps,Aug 2026 Batch,Techno India University,Online,Female,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2026-08-01
STU-00336,Networking Fundamentals,May 2025 Batch,St. Xavier's College Kolkata,Hybrid,Male,Graduate,4.0,4.0,4.0,3.0,4.0,4,No,Would have liked more one-on-one mentorship time.,2025-05-01
STU-00996,Machine Learning,Jul 2025 Batch,Techno India University,Offline,Male,3rd Year,4.0,4.0,3.0,5.0,4.0,4,No,"The sessions moved too fast, hard to keep up with the pace.",2025-07-01
STU-00570,Networking Fundamentals,Sep 2025 Batch,Techno India University,Online,Female,3rd Year,3.0,4.0,2.0,3.0,3.0,3,Yes,"Average experience, some sessions were better than others.",2025-09-01
STU-00089,Full Stack Development,May 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,4.0,5.0,3.0,5.0,4.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-05-01
STU-00875,Machine Learning,Oct 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,5.0,5.0,5.0,5.0,5.0,4,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2025-10-01
STU-01618,Blockchain Basics,Aug 2026 Batch,St. Xavier's College Kolkata,Online,Prefer not to say,4th Year,2.0,2.0,2.0,3.0,2.0,2,Yes,The trainer could explain concepts more clearly.,2026-08-01
STU-01514,App Development (Android),Jul 2026 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,4.0,3.0,4.0,4.0,3.0,4,No,Felt a few modules were not very relevant to the job market.,2026-07-01
STU-00713,Python Programming,Jul 2026 Batch,Independent / Working Professional,Online,Female,3rd Year,5.0,4.0,5.0,5.0,5.0,4,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2026-07-01
